text,origins,gender,kind
Aili,Finnish;Estonian,Female,First
Ailill,IrishMythology;OldIrish,Male,First
Ailín,MedievalIrish,Male,First
Ailin,Kazakh,Female,First
Ailís,Irish,Female,First
Ailis,ScottishGaelic,Female,First
Ailish,Irish,Female,First
Ailpean,ScottishGaelic,Male,First
Ailsa,Scottish,Female,First
Aiman,Kazakh;Arabic;Malay,Unisex,First
Aimar,Basque,Male,First
Aimé,French,Male,First
Aimée,French,Female,First
Aimee,English,Female,First
Aimeric,Germanic,Male,First
Aimery,MedievalFrench,Male,First
Aimi,Japanese,Female,First
Aimilia,Greek,Female,First
Aimilios,Greek,Male,First
Aimo,Finnish,Male,First
Ain,Estonian,Male,First
Aina,Danish;Japanese;Swedish;Latvian;Finnish;Kazakh;Norwegian;Catalan,Female,First
Ainara,Basque;Spanish,Female,First
Ainārs,Latvian,Male,First
Aindrea,ScottishGaelic,Male,First
Aindréas,Irish,Male,First
Aindriú,Irish,Male,First
Áine,OldIrish;IrishMythology;Irish,Female,First
Aineias,GreekMythology,Male,First
Aingeal,Irish,Female,First
Aingeru,Basque,Male,First
Ainhara,Spanish;Basque,Female,First
Ainhoa,Basque,Female,First
Aino,FinnishMythology;Finnish;Estonian,Female,First
Ainoa,Spanish,Female,First
Ainslee,English,Female,First
Ainsley,English;Scottish,Unisex,First
Ainslie,English,Female,First
Aintza,Basque,Female,First
Aintzane,Basque,Female,First
Ainūr,Kazakh,Female,First
Ainura,Kyrgyz,Female,First
Aiolos,GreekMythology,Male,First
Aira,Finnish,Female,First
Airat,Tatar;Bashkir,Male,First
Airi,Japanese;Finnish,Female,First
Airmanagild,Gothic,Male,First
Airmanareiks,Gothic,Male,First
Aírton,Portuguese,Male,First
Aişa,Kazakh,Female,First
Aişə,Azerbaijani,Female,First
Aisana,Kazakh,Female,First
Aischylos,AncientGreek,Male,First
'Aisha,Arabic,Female,First
A'isha,Arabic,Female,First
Aisha,AfricanAmerican;Urdu;Kyrgyz;Arabic;Kazakh;Hausa;Swahili,Female,First
Aishah,Malay;Arabic,Female,First
Aishat,Chechen,Female,First
Aishath,Dhivehi,Female,First
Aishatu,Hausa,Female,First
Aishwarya,Tamil;Marathi;Hindi;Kannada;Malayalam,Female,First
Aislin,Irish,Female,First
Aisling,Irish,Female,First
Aislinn,Irish,Female,First
Aison,GreekMythology,Male,First
Aisopos,AncientGreek,Male,First
Aïssa,WesternAfrican,Female,First
Aïssatou,WesternAfrican,Female,First
Aistė,Lithuanian,Female,First
Aistulf,Germanic,Male,First
Aisūltan,Kazakh,Male,First
Aisyah,Malay;Indonesian,Female,First
Aitana,Spanish,Female,First
Aithan,BiblicalGreek,Male,First
Aithbhreac,MedievalScottish,Female,First
Aither,GreekMythology,Male,First
Aithne,Irish,Female,First
Aitor,Spanish;Basque,Male,First
Aitöre,Kazakh,Male,First
Aiur,Basque,Male,First
Aivar,Estonian,Male,First
Aivars,Latvian,Male,First
Aiwareiks,Gothic,Male,First
Aiym,Kazakh,Female,First
Aiza,Urdu,Female,First
Aizah,Urdu,Female,First
Aizere,Kazakh,Female,First
Aizhamal,Kyrgyz,Female,First
Aizhan,Kazakh,Female,First
Aizirek,Kyrgyz,Female,First
Ajan,Albanian,Male,First
Ajda,Slovene;Turkish,Female,First
Ajax,GreekMythology,Male,First
Ajay,Kannada;Hindi;Telugu;Bengali;Malayalam;Tamil;Gujarati;Marathi,Male,First
Ajdin,Bosnian,Male,First
Ajeet,Punjabi;Hindi;Bengali;Marathi,Male,First
Ajei,Navajo,Female,First
Ajit,Marathi;Bengali;Hindi;Punjabi,Male,First
Ajita,Buddhism;Hinduism,Male,First
Ajith,Malayalam;Tamil,Male,First
Ajla,Bosnian;Albanian,Female,First
Ajlin,Bosnian,Female,First
Ajna,Bosnian,Female,First
Ajnur,Bosnian,Male,First
Ajša,Bosnian,Female,First
Akachi,Igbo,Unisex,First
Akaki,Georgian,Male,First
Akakios,Greek;AncientGreek,Male,First
Akamu,Hawaiian,Male,First
Akane,Japanese,Female,First
Akanksha,Hindi,Female,First
Akantha,GreekMythology,Female,First
Akari,Japanese,Female,First
Akash,Marathi;Hindi;Bengali,Male,First
Əkbər,Azerbaijani,Male,First
Akbar,Indonesian;Arabic;Indian;Persian;Urdu;Pashto,Male,First
Akbota,Kazakh,Female,First
Åke,Swedish,Male,First
Akeem,AfricanAmerican,Male,First
Akemi,Japanese,Female,First
Akerke,Kazakh,Female,First
Akhenaten,AncientEgyptian,Male,First
Akhenaton,AncientEgyptian,Male,First
Akhil,Malayalam;Hindi;Telugu,Male,First
Akhila,Malayalam;Telugu,Female,First
Akhmad,Chechen;Ingush;Indonesian,Male,First
Akhmat,Bashkir;Tatar,Male,First
Akhmet,Kazakh,Male,First
'Akhsa,BiblicalHebrew,Female,First
Aki,Finnish;Japanese,Unisex,First
Akhtar,Bengali;Urdu,Unisex,First
Áki,Faroese;OldNorse;Icelandic,Male,First
Akiba,Hebrew,Male,First
Akicita,Sioux,Male,First
Akie,Japanese,Female,First
Akif,Arabic;Azerbaijani;Turkish;Urdu,Male,First
Akihiko,Japanese,Male,First
Akihito,Japanese,Male,First
Akiko,Japanese,Female,First
Akilah,AfricanAmerican;Arabic,Female,First
Akilina,Russian,Female,First
Akim,Russian,Male,First
Akimitsu,Japanese,Male,First
Akinyi,Luo,Female,First
Akio,Japanese,Male,First
Akira,Japanese,Unisex,First
Akito,Japanese,Male,First
Akiva,Hebrew,Male,First
Akli,Berber,Male,First
Akmad,Maguindanao;Tausug,Male,First
Akmal,Arabic;Urdu;Uzbek;Tajik;Malay,Male,First
Akmaral,Kazakh,Female,First
Akmat,Kyrgyz,Male,First
Akniet,Kazakh,Unisex,First
Akoni,Hawaiian,Male,First
Ákos,Hungarian,Male,First
Akosua,Akan,Female,First
Akpan,Ibibio,Male,First
Akpofure,Urhobo,Unisex,First
Akram,Urdu;Arabic;Persian;Bengali,Unisex,First
Akrom,Uzbek,Male,First
Aksana,Belarusian,Female,First
Aksel,Danish;Norwegian,Male,First
Akseli,Finnish,Male,First
Akshay,Kannada;Marathi;Hindi;Gujarati,Male,First
Aksinia,Bulgarian;Russian,Female,First
Aksinya,Russian,Female,First
Aktaie,GreekMythology,Female,First
Aku,Finnish;Ewe,Unisex,First
Aktaion,GreekMythology,Male,First
Aktor,GreekMythology,Male,First
Akua,Akan,Female,First
Akuchi,Igbo,Unisex,First
Ala,Polish;Arabic;IgboMythology,Unisex,First
Akulina,Russian,Female,First
Alaa,Arabic,Unisex,First
Akvilė,Lithuanian,Female,First
Al,English,Male,First
Ala ad-Din,Arabic,Male,First
Ala al-Din,Arabic,Male,First
Alaattin,Turkish,Male,First
Alaba,Yoruba,Unisex,First
Alaia,Basque;English;Spanish,Female,First
Aladdin,Literature,Male,First
Alahia,Spanish,Female,First
Alain,French,Male,First
Alaina,English,Female,First
Alaiya,English,Female,First
Alajos,Hungarian,Male,First
Alan,Scottish;English;Polish;French;Kurdish;Breton,Male,First
Alam,Arabic;Urdu,Male,First
Al-Amir,Arabic,Male,First
Alana,English;Breton,Female,First
Alani,English,Female,First
Alanis,English,Female,First
Alanna,English,Female,First
Alannah,Irish;English,Female,First
Alannis,English,Female,First
Alaois,Irish,Male,First
Alard,Germanic,Male,First
Alareiks,Gothic,Male,First
Alaric,Gothic,Male,First
Alasdair,ScottishGaelic,Male,First
Alassane,WesternAfrican,Male,First
Alastair,Scottish,Male,First
Alastar,Irish,Male,First
Alastor,GreekMythology,Male,First
Alastríona,Irish,Female,First
Alawar,Germanic,Male,First
Alaya,English,Female,First
Alba,Italian;Spanish;Catalan;French;Germanic;AncientRoman,Female,First
Alayah,English,Female,First
Alayna,English,Female,First
Alazne,Basque,Female,First
Albaer,Limburgish,Male,First
Alban,English;German;French;Albanian,Male,First
Albana,Albanian;AncientRoman,Female,First
Albane,French,Female,First
Albano,Spanish;Portuguese;Italian,Male,First
Albanus,AncientRoman,Male,First
Albarīks,OldGermanic,Male,First
Albaweniz,OldGermanic,Male,First
Albena,Bulgarian,Female,First
Alberic,Germanic,Male,First
Alberich,Germanic;GermanicMythology,Male,First
Alberico,Italian,Male,First
Albert,Germanic;Polish;Romanian;German;Czech;French;Icelandic;Albanian;Finnish;Catalan;Norwegian;Danish;Hungarian;Swedish;Russian;English;Dutch,Male,First
Alberte,French;Galician;Danish,Unisex,First
Alberta,English;Italian;Spanish;Portuguese,Female,First
Albertas,Lithuanian,Male,First
Albertina,Italian;Portuguese,Female,First
Albertine,French,Female,First
Albertino,Italian;Portuguese,Male,First
Alberto,Portuguese;Spanish;Italian,Male,First
Alberts,Latvian,Male,First
Albertus,Dutch;Germanic,Male,First
Albie,English,Male,First
Albín,Slovak;Czech,Male,First
Albin,Swedish;English;French;Slovene;Polish,Male,First
Albína,Slovak;Czech,Female,First
Albina,AncientRoman;Lithuanian;Italian;Polish;German;Belarusian;Russian;Ukrainian;Spanish;Portuguese;Slovene,Female,First
Albinas,Lithuanian,Male,First
Albine,French,Female,First
Albino,Spanish;Italian;Portuguese,Male,First
Albinus,AncientRoman,Male,First
Alboin,Germanic,Male,First
Alborz,Persian,Male,First
Albrecht,German,Male,First
Albus,AncientRoman,Male,First
Alby,Irish,Male,First
Alcaeus,AncientGreek,Male,First
Alcestis,GreekMythology,Female,First
Alcetas,AncientGreek,Male,First
Alcibiades,AncientGreek,Male,First
Alcide,Italian;French,Male,First
Alcides,GreekMythology;Portuguese;Spanish,Male,First
Alcina,CarolingianCycle,Female,First
Alcinoe,AncientGreek,Female,First
Alcinous,GreekMythology,Male,First
Alcione,Portuguese,Female,First
Alcippe,GreekMythology,Female,First
Alda,Italian;Portuguese;Germanic;Icelandic,Female,First
Alcmene,GreekMythology,Female,First
Alcyone,GreekMythology,Female,First
Aldara,Galician,Female,First
Aldebrand,Germanic,Male,First
Aldegar,Germanic,Male,First
Aldegonda,Dutch,Female,First
Aldegund,Germanic,Female,First
Aldegundis,Germanic,Female,First
Alden,English,Male,First
Alder,English,Male,First
Aldéric,French,Male,First
Aldert,Dutch;Frisian,Male,First
Aldina,Bosnian;Portuguese,Female,First
Aldhard,Germanic,Male,First
Aldin,Bosnian,Male,First
Aldith,MedievalEnglish,Female,First
Aldiyar,Kazakh,Male,First
Aldo,Germanic;Italian,Male,First
Aldona,Lithuanian;Polish,Female,First
Aldous,English,Male,First
Aldreda,MedievalEnglish,Female,First
Aldric,French;Germanic,Male,First
Ale,Frisian;Spanish;Finnish;Italian,Unisex,First
Aldus,MedievalEnglish,Unisex,First
Aldwin,Germanic,Male,First
Alea,English,Female,First
Aleah,English,Female,First
Alease,English,Female,First
Alec,English,Male,First
Alecia,English,Female,First
Aleĉjo,Esperanto,Male,First
Alecto,GreekMythology,Female,First
Aled,Welsh,Male,First
Aleesha,English,Female,First
Aleh,Belarusian,Male,First
Aleid,Dutch,Female,First
Aleida,Dutch;Spanish,Female,First
Áleifr,OldNorse,Male,First
Aleix,Catalan,Male,First
Aleixo,Portuguese;Galician,Male,First
Alejandra,Spanish,Female,First
Alejandro,Spanish,Male,First
Alejna,Bosnian,Female,First
Alejo,Spanish,Male,First
Aleka,Greek,Female,First
Alekos,Greek,Male,First
Aleks,Polish;Armenian;Slovene;Russian,Unisex,First
Aleksa,Serbian,Male,First
Aleksandar,Croatian;Bosnian;Macedonian;Bulgarian;Serbian,Male,First
Aleksandër,Albanian,Male,First
Aleksander,Danish;Polish;Estonian;Norwegian;Slovene,Male,First
Aleksandr,Russian;Armenian,Male,First
Aleksandra,Croatian;Macedonian;Lithuanian;Georgian;Russian;Bulgarian;Serbian;Finnish;Polish;Latvian;Slovene;Estonian,Female,First
Aleksandras,Lithuanian,Male,First
Aleksandre,Georgian,Male,First
Aleksandrina,Russian;Bulgarian,Female,First
Aleksandro,Esperanto,Male,First
Aleksandrs,Latvian,Male,First
Aleksandrŭ,MedievalSlavic,Male,First
Aleksanteri,Finnish,Male,First
Aleksei,Russian,Male,First
Aleksej,Slovene,Male,First
Aleksejs,Latvian,Male,First
Aleksey,Russian,Male,First
Aleksi,Finnish;Bulgarian;Georgian,Male,First
Alekss,Latvian,Male,First
Aleksy,Polish,Male,First
Alekto,GreekMythology,Female,First
Alem,Bosnian,Male,First
Alena,German;Czech;Slovak;Slovene;Belarusian,Female,First
Alemayehu,Amharic,Unisex,First
Alen,Armenian;Slovene;Croatian,Male,First
Alene,English,Female,First
Alenka,Slovene,Female,First
Aleš,Czech;Slovak;Slovene,Male,First
Alesander,Basque,Male,First
Alesha,English,Female,First
Alesia,English,Female,First
Alessa,Italian,Female,First
Alessandra,Italian,Female,First
Alessandro,Italian,Male,First
Alessia,Italian,Female,First
Alessio,Italian,Male,First
Alesya,Russian;Belarusian,Female,First
Aleta,English,Female,First
Aletha,English,Female,First
Alethea,English,Female,First
Alevtina,Russian,Female,First
Álex,Spanish,Male,First
Àlex,Catalan,Male,First
Alex,Romanian;Swedish;Norwegian;English;Greek;Danish;Icelandic;Dutch;Hungarian;German;Portuguese;Czech;French;Russian,Unisex,First
Alexa,German;Hungarian;English,Female,First
Alexander,Biblical;AncientGreek;German;GreekMythology;Dutch;Slovak;Swedish;English;Norwegian;Danish;Icelandic;Hungarian,Male,First
Alexandr,Czech;Russian,Male,First
Alexandra,Icelandic;Dutch;Hungarian;GreekMythology;Russian;Swedish;French;Romanian;Czech;Danish;Norwegian;Slovak;Greek;Portuguese;German;Catalan;AncientGreek;English,Female,First
Alexandre,French;Portuguese;Galician;Catalan,Male,First
Alexandrea,English,Female,First
Alexandria,English,Female,First
Alexandrie,French,Female,First
Alexandrina,Portuguese;Romanian;English,Female,First
Alexandrine,French,Female,First
Alexandros,AncientGreek;BiblicalGreek;Greek;GreekMythology,Male,First
Alexandru,Romanian,Male,First
Alexei,Russian,Male,First
Alexej,Czech;Slovak,Male,First
Alexey,Russian,Male,First
Alèxia,Catalan,Female,First
Alexia,Spanish;English;French;Greek,Female,First
Alexina,English,Female,First
Alexios,AncientGreek,Male,First
Alexis,English;Greek;AncientGreek;Spanish;French,Unisex,First
Alexius,AncientGreek,Male,First
Alexsandr,Russian,Male,First
Alf,Danish;Norwegian;Swedish;English;NorseMythology,Male,First
Alexus,English,Female,First
Aleyda,Spanish,Female,First
Aleyna,Turkish,Female,First
Alfarr,OldNorse,Male,First
Alfbern,Germanic,Male,First
Alfeo,Italian,Male,First
Alfhard,Germanic,Male,First
Alfher,Germanic,Male,First
Alfhild,Norwegian;Swedish,Female,First
Alfhildr,OldNorse,Female,First
Älfiä,Bashkir,Female,First
Alfia,Bashkir;Tatar,Female,First
Alfie,English,Male,First
Alfio,Italian,Male,First
Älfiya,Tatar,Female,First
Alfiya,Kyrgyz,Female,First
Alfons,German;Dutch;Catalan,Male,First
Alfonsa,Italian;Spanish,Female,First
Alfonsas,Lithuanian,Male,First
Alfonsina,Italian,Female,First
Alfonso,Italian;Spanish,Male,First
Alfonz,Hungarian;Slovak;Slovene,Male,First
Alfr,NorseMythology,Male,First
Alfréd,Slovak;Hungarian;Czech,Male,First
Alfred,Albanian;French;Swedish;Danish;Polish;Norwegian;English;German;Dutch;Catalan,Male,First
Alfreda,English;Polish;Italian;German,Female,First
Alfredas,Lithuanian,Male,First
Alfredo,Portuguese;Spanish;Italian,Male,First
Alfrēds,Latvian,Male,First
Alfríkr,OldNorse,Male,First
Alfvin,OldNorse,Male,First
Alfwin,Germanic,Male,First
Algar,English,Male,First
Algautr,OldNorse,Male,First
Alger,English,Male,First
Algernon,English,Male,First
Algimantas,Lithuanian,Male,First
Algirdas,Lithuanian,Male,First
Algis,Lithuanian,Male,First
Algot,Swedish,Male,First
Alhaji,Hausa,Male,First
Al-Hasan,Arabic,Male,First
Alhassan,WesternAfrican,Male,First
Alheri,Hausa,Female,First
'Ali,Arabic,Male,First
Ali,Pashto;Avar;Tajik;Arabic;Malay;Albanian;Persian;English;Kyrgyz;Urdu;Bosnian;Indonesian;Uzbek;Turkish;Kazakh;Dhivehi,Unisex,First
Alia,Germanic;Arabic,Female,First
Äli,Kazakh,Male,First
Əli,Azerbaijani,Male,First
Aliah,English,Female,First
Aliaksandr,Belarusian,Male,First
Aliaksandra,Belarusian,Female,First
Aliaksei,Belarusian,Male,First
Aliana,English,Female,First
Ali Asaf,Turkish,Male,First
Alibrand,Germanic,Male,First
Alica,Slovak,Female,First
Alice,German;Czech;Norwegian;English;Portuguese;Swedish;Danish;French;Dutch;Italian,Female,First
Alícia,Portuguese;Catalan,Female,First
Alicia,French;English;Spanish;Swedish,Female,First
Alicja,Polish,Female,First
Alida,Dutch;Hungarian;German,Female,First
Aliénor,French,Female,First
Alienòr,Occitan,Female,First
Älihan,Kazakh,Male,First
Alihan,Kyrgyz;Turkish,Male,First
Aliisa,Finnish,Female,First
Alija,Bosnian,Male,First
Alijah,English,Male,First
Alik,Russian,Male,First
Alikhan,Kazakh,Male,First
Aliki,Greek,Female,First
Alim,Circassian;Arabic;Uyghur;Azerbaijani;Turkish,Male,First
Alimjan,Uyghur,Male,First
Alin,Romanian,Male,First
Alīna,Latvian,Female,First
Alina,Belarusian;Romanian;Spanish;Polish;Slovene;Russian;German;Ukrainian;Italian,Female,First
Alinafe,Chewa,Unisex,First
Aline,French;Portuguese;English,Female,First
Älinūr,Kazakh,Male,First
Alinūr,Kazakh,Male,First
Aliona,Russian;Ukrainian,Female,First
Alireza,Persian,Male,First
Alirio,Spanish,Male,First
Alise,English;Latvian,Female,First
Alis,Welsh,Female,First
Alisa,Russian;Finnish;Ukrainian;Bosnian;Georgian,Female,First
Älışer,Kazakh,Male,First
Alisha,English,Female,First
Alisher,Kazakh;Uzbek;Tajik,Male,First
Alison,Portuguese;French;English,Unisex,First
Alishia,English,Female,First
Alisson,English;French;Portuguese,Unisex,First
Alisia,English,Female,First
Alissa,English,Female,First
Alistair,Scottish,Male,First
Alister,Scottish,Male,First
Alisya,English,Female,First
Alita,English,Female,First
Alivia,English,Female,First
Alix,French,Unisex,First
Aliya,Kyrgyz;Urdu;Uzbek;Arabic;Tatar;Hebrew,Female,First
Əlixan,Azerbaijani,Male,First
Aliyah,Hebrew;Arabic,Female,First
Äliya,Kazakh,Female,First
Aliyə,Azerbaijani,Female,First
Aliye,Turkish,Female,First
Aliyu,Hausa,Male,First
Aliyya,Arabic,Female,First
Aliyyah,Arabic,Female,First
Alíz,Hungarian,Female,First
Aliz,Hungarian,Female,First
Aliza,Hebrew,Female,First
Alize,Basque,Female,First
Alizée,French,Female,First
Alja,Slovene,Female,First
Aljaž,Slovene,Male,First
Aljoša,Croatian;Slovene;Serbian,Unisex,First
Alkaios,AncientGreek,Male,First
Alke,Frisian,Male,First
Alkeides,GreekMythology,Male,First
Alkestis,GreekMythology,Female,First
Alket,Albanian,Male,First
Alketa,Albanian,Female,First
Alketas,AncientGreek,Male,First
Alkibiades,AncientGreek,Male,First
Alkinoe,GreekMythology,Female,First
Alkinoos,GreekMythology,Male,First
Alkippe,GreekMythology,Female,First
Alkiviadis,Greek,Male,First
Alkmene,GreekMythology,Female,First
Alkmini,Greek,Female,First
Alkyone,GreekMythology,Female,First
Alla,Ukrainian;Russian,Female,First
Allah,Theology,Male,First
Allahverdi,Azerbaijani,Male,First
Allain,French,Male,First
Allan,Scottish;Danish;Estonian;Swedish;English,Male,First
Allana,English,Female,First
Allannah,English,Female,First
Allard,Dutch,Male,First
Alle,Frisian,Male,First
Allegra,Italian;English,Female,First
Allegria,Various,Female,First
Allen,English,Male,First
Alli,Finnish,Female,First
Allie,English,Female,First
Allison,English,Unisex,First
Allissa,English,Female,First
Ally,English;Scottish,Unisex,First
Allochka,Russian,Female,First
Allon,BiblicalHebrew;Biblical,Male,First
Alma,Spanish;Norwegian;Latvian;Danish;French;Slovene;Croatian;Mormon;Italian;German;Hebrew;English;Swedish;Lithuanian;Dutch;Albanian,Unisex,First
Allycia,English,Female,First
Allyn,English,Unisex,First
Allyson,English,Female,First
Almantas,Lithuanian,Male,First
Almas,Urdu;Kazakh;Arabic,Unisex,First
Almast,Armenian,Female,First
Almir,Bosnian;Portuguese,Male,First
Almira,Literature;Bosnian,Female,First
Almaz,Amharic;Tigrinya;Kazakh;Tatar;Kyrgyz;Azerbaijani,Unisex,First
Almazbek,Kyrgyz,Male,First
Almiro,Portuguese,Male,First
Almog,Hebrew,Unisex,First
Álmos,Hungarian,Male,First
Almudena,Spanish,Female,First
Alodia,Gothic,Female,First
Álǫf,OldNorse,Female,First
Alofa,Samoan,Unisex,First
Aloïs,French,Male,First
Alois,German;Czech,Male,First
Aloïse,French,Unisex,First
Aloisia,German,Female,First
Aloisie,Czech,Female,First
Aloísio,Portuguese,Male,First
Aloisio,Italian,Male,First
Alojz,Slovak;Croatian;Slovene,Male,First
Alojzia,Slovak,Female,First
Alojzij,Slovene,Male,First
Alojzija,Slovene;Croatian,Female,First
Alon,Hebrew;Tagalog,Male,First
Alojzije,Croatian,Male,First
Alojzy,Polish,Male,First
Alona,Hebrew,Female,First
Alondra,Spanish,Female,First
Alonso,Spanish,Male,First
Alonzo,English,Male,First
Alora,English,Female,First
Aloys,MedievalOccitan,Male,First
Aloyse,French,Male,First
Aloysia,German,Female,First
Aloysius,English,Male,First
Alp,Turkish,Male,First
Alparslan,Azerbaijani;Turkish,Male,First
Alpaslan,Turkish,Male,First
Alper,Turkish,Male,First
Alperen,Turkish,Male,First
Alpertti,Finnish,Male,First
Alpha,English,Unisex,First
Alphaeus,BiblicalLatin;Biblical,Male,First
Alphaios,BiblicalGreek,Male,First
Alphege,History,Male,First
Alphius,LateRoman,Male,First
Alphonse,French,Male,First
Alphonsine,French,Female,First
Alphonso,English,Male,First
Alphonsus,Gothic,Male,First
Alphonzo,English,Male,First
Alpin,Scottish,Male,First
Alpo,Finnish,Male,First
Alsu,Tatar,Female,First
Alta,Various,Female,First
Altan,Mongolian;Turkish,Unisex,First
Altagracia,Spanish,Female,First
Altair,Portuguese;Astronomy,Male,First
Alte,Yiddish;Frisian,Unisex,First
Altansarnai,Mongolian,Female,First
Altantsetseg,Mongolian,Female,First
Alter,Yiddish,Male,First
Althaea,GreekMythology,Female,First
Althaia,GreekMythology,Female,First
Althea,GreekMythology,Female,First
Altin,Albanian,Male,First
Alton,English,Male,First
Altti,Finnish,Male,First
Altwidus,Germanic,Male,First
Altynai,Kazakh;Kyrgyz,Female,First
Altynay,Kazakh;Kyrgyz,Female,First
Altynbek,Kyrgyz;Kazakh,Male,First
Aludra,Astronomy,Female,First
Alva,Norwegian;English;Swedish,Unisex,First
Alun,Welsh,Male,First
Alv,Norwegian,Male,First
Alvah,Biblical,Male,First
Alvar,Estonian;Swedish,Male,First
